tweet,user,date_time,replies,retweets,views,country,sentiment
dear murkomen criticizing government demanding accountability make drug addict yes right youths suffering mental health bcoz drugs unemployment greedy government steals even little,@ErickSmasha01,Mar 30,1,1,252,RU,low
good night sleep tight two common sleep disorders filipinos experience insomnia difficulty falling asleep sleep apnea snoring sleeping still feeling tired waking,@rapplerdotcom,13h,,10,3K,RU,low
mostly slept days finally really crazy dreams addict voice brain times quieten thing starting properly day count really matter liver healing,@street_trashed,Feb 5,57,8,7.6K,RU,low
jail months last years lost home business sold investment property pay lawyers fees expenses time valium sleeping tablet system dubai oh even prescription feel ya,@CoinGremlinz,Feb 5,24,8,52K,RU,low
concerned drug alcohol use support advice rb recovery recoveryispossible,@dan_247,1h,,,6,RU,low
spent friday evening e resus worst headache left incapacitated within minutes pain scale sickness photophobia hypotension bradycardia hypothermia ct brain scan normal iv fluids iv morphine iv anti emetics sorted,@vevshughes,4h,1,,78,RU,low
breaking p found unconscious suspected medical drug overdose read,@Koreaboo,"Jun 6, 2017",68,960,,RU,low
update p revealed using sedative drugs regularly read,@Koreaboo,"Jun 6, 2017",153,656,,RU,low
adderall ritalin pretty much prescription cocaine meth million prescriptions written last year america massive percentage country effectively speed neurotoxic drugs completely change people explains lot,@AlpacaAurelius,"Feb 8, 2023",44,110,77K,RU,low
three full whiskey glasses become norm day day daily quest sleep hour time military medical gives various pills last couple weeks sure,@KristianMMeyer,Mar 31,,,15,RU,low
lots yapping sorry fall asleep took melatonin bibidi babidi fkn boom,@melissadlncr,Apr 4,,,13,RU,high
beyond tired physically emotionally feel like go much longer drained really worn hard need moment break something catch breath completely lose,@Mamaheyyy,Apr 3,5,4,908,MX,high
tired instead solving anything problems pile everything fucking messsed,@mitaharukai,10h,,,22,JP,high
always tried hard make others happy find truly wanted gradually stopped feeling anything everyone around seems happy feel like somewhere far away want rest,@bite_3171,8m,,,5,JP,moderate
loneliness epidemic real alone somewhere someone understands pain silence longing connection reach even small step today love kindness warmth waiting keep going youarenotalone youareloved,@janesvoice,Apr 3,,4,135,JP,low
ill feeling lonely would rather stay home social cause cost much,@Joetsg1,Mar 31,,,19,JP,high
really sad dreams friends one talk eat lunch things alone lonely time hey dreams,@hotarutariya,Mar 30,,,31,JP,low
fucking hate spend whole day happy motivated thinking jolly good get sense impending doom loneliness wanting e night ruined,@annaofheartss,Apr 4,,1,223,ET,moderate
depression always sadness also emptiness anger tiredness loneliness sometimes cry help visible,@broken,"May 25, 2023",13,391,102K,ET,low
ikaw din ba days energy anyone days feel like spending time alone pero mean people around longer important things love longer excite take time need,@arkcarlly,"Oct 7, 2024",5,2.6K,147K,PH,low
alam mo yung worst feeling na yung hindi ka pagod physically mentally emotionally tired yung wala kang ginagawa thinking deep point consumes energy unknown feeling still bothers end day hugs,@arkcarlly,"Dec 8, 2024",7,4.6K,233K,PH,moderate
drained lately work thesis thoughts future eating alive unread messages could flood city point ignoring tired socializing,@ewikajin,17h,,,19,EG,high
alone feel lonely kinda hit bottom know feel anymore,@VerDinsane,10h,,,14,VN,moderate
tired exhausted hurt angry sad disappointed like,@waiting4viennaa,Apr 2,,,226,VN,high
realized alone person dey suffer vain life oo,@Winnyoflondon,Mar 31,1,,142,VN,low
dk horny touch starved love deprived simply depressed perhaps combo,@redheadedlvr,Feb 8,16,274,55K,CD,high
unmotivated staying late goals bored overthinking energy socialize literally bad,@renceuchan,17h,2,1,100,TR,high
im always either sad irritated ts bad point irritating,@maay31st,Apr 3,,,33,DE,high
trying cope loneliness hardest thing ever deal days fade one another start feel numb almost non existent really tired time guess depression wish could live,@SirHalvdan,Mar 31,,,32,GB,high
ever taken day work face leaving house withdrawn social events cope outside world wished anymore cried sleep alone loved valued worthy,@MindBodySoleUK,Apr 2,,6,752,GB,low
exhausted tired spend long commuting work trains delayed cancelled even proper free time work pm something fun depressed tired,@daisy_bey,6h,2,,100,GB,high
anymore sick alone day thing want world love everyone tells soon patient nobody loves feels like asking love like asking million favours tired life,@oliverodrigoooo,Apr 3,3,,136,IT,low
saying tired actually really sad feeling black math,@thobekamadlala_,"Dec 1, 2024",28,10K,1.4M,TZ,high
feel empty uncomfortable feeling feeling hollow like empty space love self accomplishments nothingness,@zee_nyanda,Apr 5,1,1,130,ZA,high
tired body tired mind mess really want lay bed never get tired life,@MeeRaHkEe87,Apr 2,1,,264,MM,low
forcing stay place even though close mental breakdown feel lonely,@missmariarey,Apr 4,,,6,MM,low
exhausted feel like repeating day routine feelings meaningless drama sick want feel alive happy constantly drained everything feels pointless feel dead,@DarkMinds001,Feb 20,7,185,16K,MM,high
everything ok around tend get depressed hole like im literally losing mind silent way ever,@kissabandit2x,1h,,,24,KE,high
although loneliness depresses makes crave people push away traumatising draining want attention hate attention detest past experiences people depresses much alone,@MajorKenneth,Apr 3,,,9,KE,low
shadows mind anxiety grips tightly depression whispers heavy secrets day feels like struggle battle breathe long brighter days yet darkness lingers close anxiety depression mentalhealthmatters,@Keeleyeveline_,Apr 4,,,37,KE,low
leeteuk encouragement feeling depressed try gentle get good night sleep wake something want meet good friend cup tea catch missing leave,@TeukGel03,"Sep 18, 2023",1,571,38K,KR,moderate
sometimes might get tired sensitive get angry frustrated think would good think moments experiences stick going gradually make stronger mature crying,@mydearnine,"Dec 23, 2024",,1.1K,48K,KR,high
know country problem whenever someone says hard time cheer everyone say think hard everyone many ppl smile outside depressed inside one,@red_chuckish,"Dec 18, 2017",43,12K,,KR,high
feel lonely isolated like dying also feel like body physically allow engage peers friends lose lose,@cw42yw4dy,7h,,,18,CO,low
also experiencing less sleep wanting spend time alone finding hard enjoy anything used love movies music except christian falling away lot friends dead weight family longer things common blood,@OG_DrC,"Nov 1, 2024",2K,1.6K,868K,CO,low
genuinely one talk problems like anywhere sorry emo whatever kinda sucks one gaf,@bmiangelicc,Apr 4,,,12,CO,high
tired feeling alone like life feel happy good,@coatneigh,Apr 1,,,11,CO,high
indians becoming less hopeful quality life stagnant wages higher living costs cloud future prospects survey showed disappointing news prime minister narendramodi ahead week annualbudget,@DeccanHerald,Jan 29,916,3.8K,2M,IN,high
really hate helplessness collective fatigue knowing nothing say matter tired,@rehviie,Mar 7,6,400,21K,IN,low
feel like exhausted lost overwhelmed uncertainty future overwhelming expectations,@adeliaapramita,Apr 4,1,,35,IN,moderate
depression always looking feeling sad sometimes lack motivation excessive sleeping poor eating habits unexplainable anger easily annoyed low self esteem strive things normally,@thisusertwtss,"Jun 11, 2024",54,2.8K,322K,US,moderate
incredibly frustrating spend years working getting education advancing career wages keep costs somethings got give talking others age hope low functioning active depressive state,@ImJ3N3R1C,Apr 3,18,2,6.1K,US,high
depression sad routine answering phone regardless motivation go anywhere get bed feeling numb feeling overwhelmed mood swings eating feeling hopeless,@memeyriza,"Jan 18, 2019",1,2.3K,,US,high
dear named im writing hellthread today like many people age currently depression economic depression spiritual depression visionary depression american depression,@AnimeBallSnot,Jan 3,21,105,27K,US,low
depression always looking feeling sad sometimes lack motivation excessive sleeping poor eating habits unexplainable anger easily annoyed low self esteem strive things normally case,@lonesfeels,"Jul 3, 2024",22,196,29K,US,moderate
depression always looking feeling sad sometimes lack motivation excessive sleeping poor eating habits unexplainable anger easily annoyed low self esteem striving things normally,@Heyitshassan,"Nov 23, 2023",4,71,13K,US,moderate
depressed stuck city hate job sucks constant artificial light never go outside toxic relationship stuck vicious cycle processed food netflix,@naturallyneve,"Nov 9, 2024",13,43,21K,US,moderate
keep failing every step im tired sick become amd dont look forward anything life anymore even though many great things come know enthusiasm left anything anymore,@spinninemails,Mar 31,,,66,ID,high
drained completely empty thought giving seems like relief,@drianakusta,Apr 2,1,,113,ID,low
actually want run away another country start life days extremely tired nothing exciting,@purple_dera,Apr 2,1,6,401,ID,high
sad today frustrated wish im sure wrong feeling im tired everything feels wrong want cry,@koiicats,"Oct 31, 2024",10,126,6.4K,PK,high
im depressed uni rn also work im inside tiny studio time nothing idk feel depressed,@skinniasa,Apr 1,,,31,PK,low
even focus brighter side hahahahsghaha ka depressing sang environment ko please let experience life actually even week day,@kugeltoasted,Mar 31,,,16,PK,low
savings gone trying work nothings working scrolling apps apps get money motivated done lock give lock give lock tired tired tired praying need alcohol mann,@KoreDfw,2h,,,2,PK,high
reading nigerian news fills much despair damn thing working matter much try say things working,@candywest89,Apr 3,,,9,NG,high
know almost everyone country depressed know sadness looming still idiots defend leaders everyday hope becoming even bleak know dangerous,@MarinatedTurks,Mar 16,63,1.1K,39K,NG,moderate
im exhausted sad today feels like depression coming back,@Suicidal_bpd,Mar 30,,2,236,BD,high
everything feels boring spend day trying distract tired enough go sleep go sleep wake,@BabyBlades14,Mar 31,,,168,BD,high
genuinely tired living day gets worse matter mindset always fall back debating even worth anymore,@misosoupbat,Apr 2,,,89,BD,high
dont hve motivation ti anything anymore dont feel like drawing reading anything watching anything things like bc everything boring cant sleep dont feel like awake feel like worthless waste space,@riareiiraee,22h,,,38,RU,high
mentally emotionally tired people wasting time even sad fucking tired,@rjcmxrell,"Oct 14, 2024",99,68,12K,MX,high
